都道府県名,市区町村名,大字・町名,字・丁目名,総数
和歌山県,紀の川市,大字上田井,,636
和歌山県,日高川町,大字上田原,,31
和歌山県,有田川町,大字上湯川,,17
和歌山県,高野町,大字上筒香,,28
和歌山県,印南町,大字上洞,,104
和歌山県,紀の川市,大字上野,,474
和歌山県,紀の川市,大字上野山,,649
和歌山県,有田川町,大字上六川,,20
和歌山県,有田川町,大字上六川,,54
和歌山県,紀の川市,大字上鞆渕,,111
和歌山県,白浜町,大字城,,13
和歌山県,有田川町,大字植野,,441
和歌山県,かつらぎ町,大字新城,,110
和歌山県,かつらぎ町,大字新田,,87
和歌山県,かつらぎ町,大字新田,,89
和歌山県,かつらぎ町,大字新田,,89
和歌山県,かつらぎ町,大字新田,,265
和歌山県,岩出市,大字新田広芝,,1773
和歌山県,岩出市,大字森,,964
和歌山県,太地町,大字森浦,,231
和歌山県,紀の川市,大字深田,,314
和歌山県,紀の川市,大字神戸,,1909
和歌山県,由良町,大字神谷,,232
和歌山県,かつらぎ町,大字神田,,14
和歌山県,紀の川市,大字神田,,103
和歌山県,紀の川市,大字神田,,114
和歌山県,紀の川市,大字神田,,354
和歌山県,紀の川市,大字神領,,91
和歌山県,由良町,大字吹井,,54
和歌山県,由良町,大字吹井,,113
和歌山県,由良町,大字吹井,,419
和歌山県,由良町,大字吹井,,489
和歌山県,有田川町,大字水尻,,1434
和歌山県,岩出市,大字水栖,,2373
和歌山県,紀の川市,大字杉原,,398
和歌山県,有田川町,大字杉野原,,99
和歌山県,有田川町,大字瀬井,,27
和歌山県,有田川町,大字瀬井,,32
和歌山県,かつらぎ町,大字星山,,45
和歌山県,かつらぎ町,大字星川,,82
和歌山県,湯浅町,大字栖原,,286
和歌山県,湯浅町,大字栖原,,314
和歌山県,湯浅町,大字栖原,,794
和歌山県,湯浅町,大字栖原,,1394
和歌山県,有田川町,大字清水,,767
和歌山県,岩出市,大字清水,,1403
和歌山県,有田川町,大字生石,,123
和歌山県,有田川町,大字西ケ峰,,98
和歌山県,有田川町,大字西ケ峰,,109
和歌山県,印南町,大字西ノ地,,39
和歌山県,印南町,大字西ノ地,,97
和歌山県,印南町,大字西ノ地,,98
和歌山県,印南町,大字西ノ地,,114
和歌山県,印南町,大字西ノ地,,128
和歌山県,印南町,大字西ノ地,,458
和歌山県,印南町,大字西ノ地,,934
和歌山県,岩出市,大字西安上,,1029
和歌山県,高野町,大字西郷,,14
和歌山県,高野町,大字西郷,,24
和歌山県,高野町,大字西郷,,38
和歌山県,広川町,大字西広,,397
和歌山県,岩出市,大字西国分,,2570
和歌山県,紀の川市,大字西三谷,,138
和歌山県,紀の川市,大字西三谷,,273
和歌山県,紀の川市,大字西三谷,,382
和歌山県,紀の川市,大字西山,,532
和歌山県,紀の川市,大字西山田,,46
和歌山県,かつらぎ町,大字西渋田,,179
和歌山県,かつらぎ町,大字西渋田,,418
和歌山県,かつらぎ町,大字西渋田,,597
和歌山県,印南町,大字西神ノ川,,29
和歌山県,紀の川市,大字西川原,,172
和歌山県,紀の川市,大字西大井,,597
和歌山県,有田川町,大字西丹生図,,334
和歌山県,那智勝浦町,大字西中野川,,9
和歌山県,かつらぎ町,大字西飯降,,307
和歌山県,高野町,大字西富貴,,102
和歌山県,岩出市,大字西野,,656
和歌山県,紀の川市,大字西野山,,42
和歌山県,紀の川市,大字西野山,,169
和歌山県,紀の川市,大字西野山,,211
和歌山県,紀の川市,大字西脇,,118
和歌山県,紀の川市,大字西脇,,279
和歌山県,紀の川市,大字西脇,,397
和歌山県,有田川町,大字青田,,80
和歌山県,湯浅町,大字青木,,771
和歌山県,岩出市,大字赤垣内,,377
和歌山県,紀の川市,大字赤沼田,,21
和歌山県,紀の川市,大字赤沼田,,38
和歌山県,紀の川市,大字赤沼田,,59
和歌山県,紀の川市,大字赤尾,,169
和歌山県,紀の川市,大字赤尾,,290
和歌山県,紀の川市,大字切畑,,64
和歌山県,紀の川市,大字切畑,,167
和歌山県,紀の川市,大字切畑,,231
和歌山県,日高川町,大字千津川,,348
和歌山県,那智勝浦町,大字川関,,620
和歌山県,日高川町,大字川原河,,203
和歌山県,有田川町,大字川口,,129
和歌山県,有田川町,大字川合,,30
和歌山県,岩出市,大字川尻,,1027
和歌山県,印南町,大字川又,,118
和歌山県,印南町,大字川又,,118
和歌山県,日高川町,大字浅間,,32
和歌山県,岩出市,大字船戸,,292
和歌山県,有田川町,大字船坂,,167
和歌山県,日高川町,大字船津,,422
和歌山県,広川町,大字前田,,188
和歌山県,紀の川市,大字前田,,1121
和歌山県,紀の川市,大字善田,,118
和歌山県,岩出市,大字曽屋,,1764
和歌山県,日高川町,大字早藤,,114
和歌山県,高野町,大字相ノ浦,,24
和歌山県,岩出市,大字相谷,,1833
和歌山県,太地町,大字太地,,101
和歌山県,太地町,大字太地,,131
和歌山県,太地町,大字太地,,172
和歌山県,太地町,大字太地,,222
和歌山県,太地町,大字太地,,233
和歌山県,太地町,大字太地,,386
和歌山県,太地町,大字太地,,1315
和歌山県,太地町,大字太地,,2560
和歌山県,紀の川市,大字打田,,120
和歌山県,紀の川市,大字打田,,143
和歌山県,紀の川市,大字打田,,1551
和歌山県,白浜町,大字大,,40
和歌山県,由良町,大字大引,,342
和歌山県,有田川町,大字大賀畑,,12
和歌山県,紀の川市,大字大原,,58
和歌山県,白浜町,大字大古,,238
和歌山県,北山村,大字大沼,,155
和歌山県,有田川町,大字大西,,21
和歌山県,有田川町,大字大蔵,,23
和歌山県,有田川町,大字大谷,,154
和歌山県,かつらぎ町,大字大谷,,664
和歌山県,岩出市,大字大町,,224
和歌山県,かつらぎ町,大字大畑,,15
和歌山県,日高川町,大字大又,,15
和歌山県,那智勝浦町,大字大野,,70
和歌山県,かつらぎ町,大字大藪,,390
和歌山県,かつらぎ町,大字滝,,118
和歌山県,日高川町,大字滝頭,,84
和歌山県,有田川町,大字谷,,27
和歌山県,印南町,大字丹生,,91
和歌山県,有田川町,大字丹生,,156
和歌山県,九度山町,大字丹生川,,15
和歌山県,九度山町,大字丹生川,,33
和歌山県,九度山町,大字丹生川,,48
和歌山県,かつらぎ町,大字短野,,223
和歌山県,紀の川市,大字段,,384
和歌山県,紀の川市,大字段新田,,215
和歌山県,紀の川市,大字段新田,,260
和歌山県,日高町,大字池田,,180
和歌山県,紀の川市,大字池田新,,155
和歌山県,那智勝浦町,大字築地,,13
和歌山県,那智勝浦町,大字築地,,28
和歌山県,那智勝浦町,大字築地,,39
和歌山県,那智勝浦町,大字築地,,40
和歌山県,那智勝浦町,大字築地,,49
和歌山県,那智勝浦町,大字築地,,50
和歌山県,那智勝浦町,大字築地,,54
和歌山県,北山村,大字竹原,,43
和歌山県,紀の川市,大字竹房,,60
和歌山県,有田川町,大字中,,60
和歌山県,由良町,大字中,,133
和歌山県,那智勝浦町,大字中ノ川,,54
和歌山県,有田川町,大字中井原,,485
和歌山県,紀の川市,大字中井阪,,343
和歌山県,有田川町,大字中原,,41
和歌山県,九度山町,大字中古沢,,124
和歌山県,岩出市,大字中黒,,1950
和歌山県,紀の川市,大字中三谷,,619
和歌山県,紀の川市,大字中山,,102
和歌山県,紀の川市,大字中津川,,186
和歌山県,日高川町,大字中津川,,200
和歌山県,岩出市,大字中島,,2285
和歌山県,白浜町,大字中嶋,,23
和歌山県,高野町,大字中筒香,,10
和歌山県,岩出市,大字中迫,,1725
和歌山県,紀の川市,大字中畑,,11
和歌山県,紀の川市,大字中畑,,31
和歌山県,かつらぎ町,大字中飯降,,152
和歌山県,かつらぎ町,大字中飯降,,922
和歌山県,かつらぎ町,大字中飯降,,1074
和歌山県,有田川町,大字中峰,,40
和歌山県,有田川町,大字中野,,187
和歌山県,那智勝浦町,大字中里,,152
和歌山県,紀の川市,大字中鞆渕,,137
和歌山県,紀の川市,大字猪垣,,234
和歌山県,かつらぎ町,大字丁ノ町,,26
和歌山県,かつらぎ町,大字丁ノ町,,115
和歌山県,かつらぎ町,大字丁ノ町,,332
和歌山県,かつらぎ町,大字丁ノ町,,1293
和歌山県,かつらぎ町,大字丁ノ町,,1766
和歌山県,那智勝浦町,大字朝日,一丁目,162
和歌山県,那智勝浦町,大字朝日,,202
和歌山県,那智勝浦町,大字朝日,,202
和歌山県,那智勝浦町,大字朝日,,215
和歌山県,那智勝浦町,大字朝日,,396
和歌山県,紀の川市,大字調月,,35
和歌山県,紀の川市,大字調月,,304
和歌山県,紀の川市,大字調月,,314
和歌山県,紀の川市,大字調月,,351
和歌山県,紀の川市,大字調月,,468
和歌山県,那智勝浦町,大字長井,,40
和歌山県,紀の川市,大字長原,,804
和歌山県,紀の川市,大字長原,,986
和歌山県,紀の川市,大字長原,,1790
和歌山県,紀の川市,大字長山,,643
和歌山県,紀の川市,大字長山,,1919
和歌山県,紀の川市,大字長山,,2562
和歌山県,有田川町,大字長谷川,,260
和歌山県,有田川町,大字長田,,302
和歌山県,紀の川市,大字長田中,,295
和歌山県,紀の川市,大字鳥居,,260
和歌山県,印南町,大字津井,,260
和歌山県,九度山町,大字椎出,,18
和歌山県,九度山町,大字椎出,,108
和歌山県,九度山町,大字椎出,,132
和歌山県,九度山町,大字椎出,,258
和歌山県,那智勝浦町,大字天満,一丁目,38
和歌山県,那智勝浦町,大字天満,一丁目,113
和歌山県,那智勝浦町,大字天満,,130
和歌山県,那智勝浦町,大字天満,,143
和歌山県,那智勝浦町,大字天満,,184
和歌山県,那智勝浦町,大字天満,,549
和歌山県,那智勝浦町,大字天満,,1087
和歌山県,有田川町,大字天満,,1281
和歌山県,那智勝浦町,大字天満,,2206
和歌山県,広川町,大字殿,,157
和歌山県,湯浅町,大字田,,919
和歌山県,印南町,大字田ノ垣内,,20
和歌山県,美浜町,大字田井,,790
和歌山県,那智勝浦町,大字田垣内,,63
和歌山県,有田川町,大字田角,,64
和歌山県,有田川町,大字田口,,330
和歌山県,日高川町,大字田尻,,86
和歌山県,紀の川市,大字田中馬場,,230
和歌山県,白浜町,大字田野井,,202
和歌山県,紀の川市,大字登尾,,71
和歌山県,日高川町,大字土生,,511
和歌山県,有田川町,大字土生,,544
和歌山県,広川町,大字唐尾,,328
和歌山県,かつらぎ町,大字島,,81
和歌山県,印南町,大字島田,,10
和歌山県,印南町,大字島田,,21
和歌山県,印南町,大字島田,,61
和歌山県,印南町,大字島田,,97
和歌山県,印南町,大字島田,,104
和歌山県,印南町,大字島田,,105
和歌山県,印南町,大字島田,,131
和歌山県,印南町,大字島田,,228
和歌山県,印南町,大字島田,,757
和歌山県,紀の川市,大字嶋,,240
和歌山県,九度山町,大字東郷,,43
和歌山県,紀の川市,大字東国分,,64
和歌山県,紀の川市,大字東国分,,205
和歌山県,紀の川市,大字東国分,,253
和歌山県,紀の川市,大字東国分,,737
和歌山県,岩出市,大字東坂本,,646
和歌山県,紀の川市,大字東三谷,,289
和歌山県,紀の川市,大字東山田,,39
和歌山県,かつらぎ町,大字東渋田,,21
和歌山県,かつらぎ町,大字東渋田,,27
和歌山県,かつらぎ町,大字東渋田,,139
和歌山県,かつらぎ町,大字東渋田,,510
和歌山県,かつらぎ町,大字東渋田,,697
和歌山県,紀の川市,大字東川原,,135
和歌山県,紀の川市,大字東大井,,398
和歌山県,有田川町,大字東大谷,,38
和歌山県,かつらぎ町,大字東谷,,35
和歌山県,かつらぎ町,大字東谷,,42
和歌山県,かつらぎ町,大字東谷,,77
和歌山県,有田川町,大字東丹生図,,206
和歌山県,広川町,大字東中,,142
和歌山県,高野町,大字東富貴,,195
和歌山県,紀の川市,大字東毛,,66
和歌山県,紀の川市,大字東野,,278
和歌山県,岩出市,大字湯窪,,203
和歌山県,那智勝浦町,大字湯川,,611
和歌山県,湯浅町,大字湯浅,,36
和歌山県,湯浅町,大字湯浅,,37
和歌山県,湯浅町,大字湯浅,,37
和歌山県,湯浅町,大字湯浅,,44
和歌山県,湯浅町,大字湯浅,,55
和歌山県,湯浅町,大字湯浅,,63
和歌山県,湯浅町,大字湯浅,,65
和歌山県,湯浅町,大字湯浅,,71
和歌山県,湯浅町,大字湯浅,,79
和歌山県,湯浅町,大字湯浅,,80
和歌山県,湯浅町,大字湯浅,,82
和歌山県,湯浅町,大字湯浅,,92
和歌山県,湯浅町,大字湯浅,,93
和歌山県,湯浅町,大字湯浅,,99
和歌山県,湯浅町,大字湯浅,,100
和歌山県,湯浅町,大字湯浅,,102
和歌山県,湯浅町,大字湯浅,,121
和歌山県,湯浅町,大字湯浅,,133
和歌山県,湯浅町,大字湯浅,,142
和歌山県,湯浅町,大字湯浅,,144
和歌山県,湯浅町,大字湯浅,,147
和歌山県,湯浅町,大字湯浅,,148
和歌山県,湯浅町,大字湯浅,,149
和歌山県,湯浅町,大字湯浅,,161
和歌山県,湯浅町,大字湯浅,,177
和歌山県,湯浅町,大字湯浅,,190
和歌山県,湯浅町,大字湯浅,,199
和歌山県,湯浅町,大字湯浅,,228
和歌山県,湯浅町,大字湯浅,,261
和歌山県,湯浅町,大字湯浅,,279
和歌山県,湯浅町,大字湯浅,,332
和歌山県,湯浅町,大字湯浅,,336
和歌山県,湯浅町,大字湯浅,,341
和歌山県,湯浅町,大字湯浅,,355
和歌山県,湯浅町,大字湯浅,,419
和歌山県,湯浅町,大字湯浅,,750
和歌山県,湯浅町,大字湯浅,,6147
和歌山県,紀の川市,大字藤井,,433
和歌山県,紀の川市,大字藤崎,,329
和歌山県,紀の川市,大字藤崎,,367
和歌山県,紀の川市,大字藤崎,,696
和歌山県,日高川町,大字藤野川,,17
和歌山県,有田川町,大字徳田,,378
和歌山県,有田川町,大字徳田,,443
和歌山県,有田川町,大字徳田,,456
和歌山県,有田川町,大字徳田,,620
和歌山県,有田川町,大字徳田,,1897
和歌山県,那智勝浦町,大字那智山,,101
和歌山県,広川町,大字南金屋,,244
和歌山県,紀の川市,大字南志野,,360
和歌山県,紀の川市,大字南勢田,,303
和歌山県,那智勝浦町,大字南大居,,253
和歌山県,岩出市,大字南大池,,678
和歌山県,印南町,大字南谷,,144
和歌山県,印南町,大字南谷,,150
和歌山県,印南町,大字南谷,,294
和歌山県,紀の川市,大字南中,,329
和歌山県,那智勝浦町,大字南平野,,36
和歌山県,有田川町,大字楠本,,103
和歌山県,那智勝浦町,大字二河,,234
和歌山県,有田川町,大字二川,,306
和歌山県,有田川町,大字二沢,,31
和歌山県,岩出市,大字尼ケ辻,,128
和歌山県,紀の川市,大字尼寺,,826
和歌山県,かつらぎ町,大字日高,,21
和歌山県,白浜町,大字日置,,104
和歌山県,白浜町,大字日置,,115
和歌山県,白浜町,大字日置,,131
和歌山県,白浜町,大字日置,,136
和歌山県,白浜町,大字日置,,167
和歌山県,白浜町,大字日置,,230
和歌山県,白浜町,大字日置,,345
和歌山県,白浜町,大字日置,,1228
和歌山県,有田川町,大字日物川,,28
和歌山県,九度山町,大字入郷,,78
和歌山県,九度山町,大字入郷,,115
和歌山県,九度山町,大字入郷,,139
和歌山県,九度山町,大字入郷,,254
和歌山県,日高川町,大字入野,,157
和歌山県,岩出市,大字波分,,677
和歌山県,紀の川市,大字馬宿,,375
和歌山県,かつらぎ町,大字背ノ山,,84
和歌山県,かつらぎ町,大字萩原,,157
和歌山県,日高町,大字萩原,,1009
和歌山県,かつらぎ町,大字柏木,,323
和歌山県,由良町,大字畑,,317
和歌山県,岩出市,大字畑毛,,660
和歌山県,紀の川市,大字畑野上,,79
和歌山県,那智勝浦町,大字八尺鏡野,,131
和歌山県,有田川町,大字板尾,,94
和歌山県,日高町,大字比井,,278
和歌山県,岩出市,大字備前,,115
和歌山県,紀の川市,大字尾崎,,176
和歌山県,紀の川市,大字尾崎,,725
和歌山県,有田川町,大字尾上,,36
和歌山県,有田川町,大字尾中,,131
和歌山県,紀の川市,大字枇杷谷,,51
和歌山県,印南町,大字美里,,156
和歌山県,有田川町,大字彦ケ瀬,,26
和歌山県,かつらぎ町,大字蛭子,,128
和歌山県,那智勝浦町,大字浜ノ宮,,448
和歌山県,美浜町,大字浜ノ瀬,,444
和歌山県,紀の川市,大字風市,,159
和歌山県,有田川町,大字伏羊,,119
和歌山県,紀の川市,大字粉河,,3887
和歌山県,那智勝浦町,大字粉白,,154
和歌山県,かつらぎ町,大字平,,120
和歌山県,かつらぎ町,大字平沼田,,18
和歌山県,かつらぎ町,大字平沼田,,59
和歌山県,かつらぎ町,大字平沼田,,77
和歌山県,日高川町,大字平川,,151
和歌山県,紀の川市,大字平野,,25
和歌山県,紀の川市,大字平野,,82
和歌山県,紀の川市,大字平野,,83
和歌山県,紀の川市,大字平野,,96
和歌山県,紀の川市,大字平野,,286
和歌山県,紀の川市,大字別所,,73
和歌山県,湯浅町,大字別所,,548
和歌山県,日高町,大字方杭,,26
和歌山県,紀の川市,大字豊田,,238
和歌山県,紀の川市,大字北,,922
和歌山県,紀の川市,大字北山,,762
和歌山県,紀の川市,大字北志野,,262
和歌山県,紀の川市,大字北勢田,,328
和歌山県,紀の川市,大字北大井,,414
和歌山県,紀の川市,大字北大井,,1152
和歌山県,岩出市,大字北大池,,1269
和歌山県,紀の川市,大字北中,,300
和歌山県,紀の川市,大字北長田,,227
和歌山県,那智勝浦町,大字北浜,,70
和歌山県,那智勝浦町,大字北浜,,80
和歌山県,那智勝浦町,大字北浜,,96
和歌山県,有田川町,大字北野川,,11
和歌山県,紀の川市,大字北涌,,52
和歌山県,紀の川市,大字北涌,,95
和歌山県,紀の川市,大字北涌,,163
和歌山県,紀の川市,大字北涌,,310
和歌山県,岩出市,大字堀口,,469
和歌山県,有田川町,大字本堂,,11
和歌山県,紀の川市,大字麻生津中,,66
和歌山県,紀の川市,大字麻生津中,,68
和歌山県,紀の川市,大字麻生津中,,134
和歌山県,かつらぎ町,大字妙寺,,25
和歌山県,かつらぎ町,大字妙寺,,179
和歌山県,かつらぎ町,大字妙寺,,264
和歌山県,かつらぎ町,大字妙寺,,700
和歌山県,かつらぎ町,大字妙寺,,1079
和歌山県,かつらぎ町,大字妙寺,,2247
和歌山県,紀の川市,大字名手下,,125
和歌山県,紀の川市,大字名手市場,,34
和歌山県,紀の川市,大字名手市場,,42
和歌山県,紀の川市,大字名手市場,,42
和歌山県,紀の川市,大字名手市場,,43
和歌山県,紀の川市,大字名手市場,,46
和歌山県,紀の川市,大字名手市場,,62
和歌山県,紀の川市,大字名手市場,,86
和歌山県,紀の川市,大字名手市場,,87
和歌山県,紀の川市,大字名手市場,,89
和歌山県,紀の川市,大字名手市場,,89
和歌山県,紀の川市,大字名手市場,,90
和歌山県,紀の川市,大字名手市場,,91
和歌山県,紀の川市,大字名手市場,,92
和歌山県,紀の川市,大字名手市場,,97
和歌山県,紀の川市,大字名手市場,,100
和歌山県,紀の川市,大字名手市場,,137
和歌山県,紀の川市,大字名手市場,,141
和歌山県,紀の川市,大字名手市場,,147
和歌山県,紀の川市,大字名手市場,,156
和歌山県,紀の川市,大字名手市場,,158
和歌山県,紀の川市,大字名手市場,,206
和歌山県,紀の川市,大字名手市場,,389
和歌山県,紀の川市,大字名手市場,,439
和歌山県,紀の川市,大字名手市場,,1116
和歌山県,紀の川市,大字名手上,,69
和歌山県,紀の川市,大字名手上,,93
和歌山県,紀の川市,大字名手上,,162
和歌山県,紀の川市,大字名手西野,,153
和歌山県,紀の川市,大字名手西野,,158
和歌山県,紀の川市,大字名手西野,,195
和歌山県,紀の川市,大字名手西野,,506
和歌山県,広川町,大字名島,,308
和歌山県,有田川町,大字明王寺,,573
和歌山県,印南町,大字明神川,,87
和歌山県,由良町,大字網代,,269
和歌山県,由良町,大字門前,,406
和歌山県,紀の川市,大字野上,,199
和歌山県,岩出市,大字野上野,,1920
和歌山県,有田川町,大字野田,,631
和歌山県,紀の川市,大字野田原,,77
和歌山県,紀の川市,大字野田原,,100
和歌山県,日高川町,大字弥谷,,20
和歌山県,白浜町,大字矢田,,103
和歌山県,広川町,大字柳瀬,,119
和歌山県,有田川町,大字有原,,52
和歌山県,由良町,大字里,,148
和歌山県,由良町,大字里,,420
和歌山県,由良町,大字里,,506
和歌山県,有田川町,大字立石,,28
和歌山県,印南町,大字立石,,36
和歌山県,高野町,大字林,,19
和歌山県,日高川町,大字老星,,46
和歌山県,日高川町,大字和佐,,1083
和歌山県,広川町,大字和田,,200
和歌山県,美浜町,大字和田,,2640
和歌山県,美浜町,大字和田,,3203
和歌山県,紀の川市,大字脇谷,,29
和歌山県,印南町,大字樮川,,209
和歌山県,古座川町,大川,,36
和歌山県,すさみ町,大谷,,30
和歌山県,和歌山市,大谷,,4279
和歌山県,串本町,大島,,426
和歌山県,すさみ町,大附,,5
和歌山県,海南市,大野中,,4106
和歌山県,古座川町,大柳,,18
和歌山県,和歌山市,鷹匠町,五丁目,50
和歌山県,和歌山市,鷹匠町,三丁目,54
和歌山県,和歌山市,鷹匠町,五丁目,74
和歌山県,和歌山市,鷹匠町,六丁目,79
和歌山県,和歌山市,鷹匠町,五丁目,112
和歌山県,和歌山市,鷹匠町,一丁目,119
和歌山県,和歌山市,鷹匠町,六丁目,140
和歌山県,和歌山市,鷹匠町,一丁目,207
和歌山県,和歌山市,鷹匠町,四丁目,221
和歌山県,和歌山市,鷹匠町,,331
和歌山県,和歌山市,鷹匠町,五丁目,373
和歌山県,和歌山市,鷹匠町,,725
和歌山県,みなべ町,滝,,241
和歌山県,紀美野町,滝ノ川,,18
和歌山県,紀美野町,谷,,21
和歌山県,和歌山市,谷,,496
和歌山県,橋本市,谷奥深,,18
和歌山県,新宮市,谷王子町,,139
和歌山県,みなべ町,谷口,,271
和歌山県,和歌山市,谷町,,303
和歌山県,和歌山市,男野芝丁,,207
和歌山県,新宮市,池田,二丁目,69
和歌山県,新宮市,池田,三丁目,86
和歌山県,新宮市,池田,一丁目,111
和歌山県,新宮市,池田,,266
和歌山県,古座川町,池野山,,302
和歌山県,和歌山市,築港,二丁目,111
和歌山県,和歌山市,築港,三丁目,118
和歌山県,和歌山市,築港,一丁目,170
和歌山県,和歌山市,築港,四丁目,308
和歌山県,和歌山市,築港,五丁目,514
和歌山県,和歌山市,築港,,1221
和歌山県,海南市,築地,,83
和歌山県,和歌山市,茶屋ノ丁,,74
和歌山県,和歌山市,茶屋町,,51
和歌山県,紀美野町,中,,24
和歌山県,白浜町,中,,595
和歌山県,和歌山市,中,,2667
和歌山県,和歌山市,中,,8921
和歌山県,和歌山市,中ノ店中ノ丁,,55
和歌山県,和歌山市,中ノ店南ノ丁,,10
和歌山県,田辺市,中屋敷町,,347
和歌山県,和歌山市,中筋日延,,302
和歌山県,古座川町,中崎,,34
和歌山県,田辺市,中三栖,,1291
和歌山県,紀美野町,中田,,62
和歌山県,和歌山市,中島,,2272
和歌山県,橋本市,中道,,146
和歌山県,和歌山市,中之島,,121
和歌山県,和歌山市,中之島,,4705
和歌山県,和歌山市,中之島,,4826
和歌山県,田辺市,中辺路町温川,,106
和歌山県,田辺市,中辺路町近露,一里石,15
和歌山県,田辺市,中辺路町近露,関ノ平,34
和歌山県,田辺市,中辺路町近露,木ノ下,62
和歌山県,田辺市,中辺路町近露,近露道中,72
和歌山県,田辺市,中辺路町近露,峰・柿平,77
和歌山県,田辺市,中辺路町近露,城ノ峰,92
和歌山県,田辺市,中辺路町近露,,352
和歌山県,田辺市,中辺路町熊野川,,9
和歌山県,田辺市,中辺路町栗栖川,,46
和歌山県,田辺市,中辺路町栗栖川,下芝,107
和歌山県,田辺市,中辺路町栗栖川,上芝上,128
和歌山県,田辺市,中辺路町栗栖川,上芝下,157
和歌山県,田辺市,中辺路町栗栖川,中芝,354
和歌山県,田辺市,中辺路町栗栖川,,746
和歌山県,田辺市,中辺路町高原,,61
和歌山県,田辺市,中辺路町小皆,,114
和歌山県,田辺市,中辺路町小松原,,24
和歌山県,田辺市,中辺路町真砂,,74
和歌山県,田辺市,中辺路町水上,,10
和歌山県,田辺市,中辺路町西谷,,40
和歌山県,田辺市,中辺路町石船,,45
和歌山県,田辺市,中辺路町川合,,203
和歌山県,田辺市,中辺路町大川,下地,49
和歌山県,田辺市,中辺路町大川,上地,66
和歌山県,田辺市,中辺路町大川,,115
和歌山県,田辺市,中辺路町大内川,,26
和歌山県,田辺市,中辺路町沢,,35
和歌山県,田辺市,中辺路町内井川,,30
和歌山県,田辺市,中辺路町福定,,43
和歌山県,田辺市,中辺路町北郡,,197
和歌山県,田辺市,中辺路町野中,野中道中,15
和歌山県,田辺市,中辺路町野中,方杉,17
和歌山県,田辺市,中辺路町野中,長井,17
和歌山県,田辺市,中辺路町野中,上地,18
和歌山県,田辺市,中辺路町野中,大畑,31
和歌山県,田辺市,中辺路町野中,裏地,46
和歌山県,田辺市,中辺路町野中,,144
和歌山県,田辺市,中芳養,,1793
和歌山県,田辺市,中万呂,,1857
和歌山県,串本町,中湊,,263
和歌山県,和歌山市,中野,,1486
和歌山県,新宮市,仲之町,三丁目,31
和歌山県,新宮市,仲之町,一丁目,33
和歌山県,新宮市,仲之町,二丁目,129
和歌山県,新宮市,仲之町,,193
和歌山県,橋本市,柱本,,35
和歌山県,橋本市,柱本,,60
和歌山県,橋本市,柱本,,96
和歌山県,橋本市,柱本,,167
和歌山県,橋本市,柱本,,263
和歌山県,和歌山市,朝日,,1845
和歌山県,田辺市,朝日ケ丘,,987
和歌山県,上富田町,朝来,,1234
和歌山県,上富田町,朝来,,3889
和歌山県,上富田町,朝来,,5123
和歌山県,串本町,潮岬,,2865
和歌山県,和歌山市,町丁字コード2470の計,,1366
和歌山県,和歌山市,町丁字コード2480の計,,1072
和歌山県,紀美野町,長谷,,299
和歌山県,紀美野町,長谷宮,,66
和歌山県,古座川町,長追,,34
和歌山県,田辺市,長野,,380
和歌山県,海南市,鳥居,,1311
和歌山県,古座川町,直見,,77
和歌山県,和歌山市,直川,,3785
和歌山県,串本町,津荷,,220
和歌山県,和歌山市,津秦,,88
和歌山県,和歌山市,津秦,,2852
和歌山県,紀美野町,津川,,83
和歌山県,有田市,辻堂,,2149
和歌山県,白浜町,椿,,554
和歌山県,古座川町,鶴川,,37
和歌山県,田辺市,天神崎,,953
和歌山県,古座川町,添野川,,73
和歌山県,紀美野町,田,,32
和歌山県,和歌山市,田屋,,368
和歌山県,串本町,田原,,49
和歌山県,串本町,田原,,96
和歌山県,串本町,田原,,356
和歌山県,串本町,田原,,501
和歌山県,串本町,田子,,84
和歌山県,和歌山市,田尻,,289
和歌山県,和歌山市,田尻,,1259
和歌山県,和歌山市,田尻,,4048
和歌山県,古座川町,田川,,12
和歌山県,和歌山市,田中町,四丁目,43
和歌山県,和歌山市,田中町,二丁目,98
和歌山県,和歌山市,田中町,五丁目,365
和歌山県,和歌山市,田中町,三丁目,414
和歌山県,和歌山市,田中町,,920
和歌山県,新宮市,田鶴原町,一丁目,189
和歌山県,新宮市,田鶴原町,二丁目,458
和歌山県,新宮市,田鶴原町,,647
和歌山県,串本町,田並,,439
和歌山県,串本町,田並上,,122
和歌山県,和歌山市,田野,,506
和歌山県,串本町,吐生,,508
和歌山県,和歌山市,吐前,,1473
和歌山県,みなべ町,土井,,63
和歌山県,和歌山市,土佐町,,119
和歌山県,和歌山市,土佐町,二丁目,150
和歌山県,和歌山市,土佐町,三丁目,294
和歌山県,和歌山市,土佐町,,444
和歌山県,和歌山市,土入,,1685
和歌山県,和歌山市,冬野,,2806
和歌山県,和歌山市,島,,1975
和歌山県,御坊市,島,,2996
和歌山県,和歌山市,島橋西ノ丁,,304
和歌山県,和歌山市,島橋東ノ丁,,539
和歌山県,和歌山市,島橋南ノ丁,,410
和歌山県,和歌山市,島橋北ノ丁,,429
和歌山県,和歌山市,島崎町,六丁目,14
和歌山県,和歌山市,島崎町,,57
和歌山県,和歌山市,島崎町,一丁目,96
和歌山県,和歌山市,島崎町,五丁目,111
和歌山県,和歌山市,島崎町,四丁目,124
